text,label
"jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder",negative
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive
"too damn weird to pass up , and for the blacklight crowd , way cheaper lrb and better rrb than pink floyd tickets",positive
there 's no good answer to that one,negative
"return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages",positive
i wanted more,negative
"the movie is hardly a masterpiece , but it does mark ms bullock 's best work in some time",positive
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive
"this one is a few bits funnier than malle 's dud , if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks",positive
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive
"brilliantly written and well acted , yellow asphalt is an uncompromising film",positive
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive
"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration",positive
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive
"` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated",positive
"a sleep inducingly slow paced crime drama with clumsy dialogue , heavy handed phoney feeling sentiment , and an overly familiar set of plot devices",negative
a film that should be relegated to a dark video store corner is somehow making its way instead to theaters,negative
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive
"swims in mediocrity , sticking its head up for a breath of fresh air now and then",negative
remarkable for its intelligence and intensity,positive
"first and foremost the reason to go see `` blue crush '' is the phenomenal , water born cinematography by david hennings",positive
